,SØK PÅ ADRESSE: tast ctrl + F,,,28.09 DENNE LISTEN BLIR OPPDATERT! GJELDER LERKENDAL BYDEL! Her er et kart du kan se hvordan byen er inndelt :  https://kart.trondheim.kommune.no/map/helse_oms/#10/63.3610/10.5386/topo_graa-helsestasjonsone-bydel,
gatenr,Gatenavn,husnr,bokstav,Helsestasjonstilhørighet,"Alle husnummer tilknyttet
 samme helsestasjon?"
1410,Løkkaunet,,,Klæbu,ja
4540,Løkkegata,,,Sentrum,ja
9317,Løkkstadvegen,106,,Falkenborg,nei
9317,Løkkstadvegen,108,,Falkenborg,nei
9317,Løkkstadvegen,110,,Falkenborg,nei
9317,Løkkstadvegen,127,,Falkenborg,nei
9317,Løkkstadvegen,138,,Falkenborg,nei
9317,Løkkstadvegen,140,,Falkenborg,nei
9317,Løkkstadvegen,147,,Nidarvoll,nei
9317,Løkkstadvegen,149,,Nidarvoll,nei
9317,Løkkstadvegen,150,,Falkenborg,nei
9317,Løkkstadvegen,152,,Falkenborg,nei
9317,Løkkstadvegen,153,,Nidarvoll,nei
9317,Løkkstadvegen,154,,Falkenborg,nei
9317,Løkkstadvegen,158,,Falkenborg,nei
9317,Løkkstadvegen,160,,Falkenborg,nei
9317,Løkkstadvegen,161,,Falkenborg,nei
9317,Løkkstadvegen,162,,Falkenborg,nei
9317,Løkkstadvegen,164,,Falkenborg,nei
9317,Løkkstadvegen,166,,Falkenborg,nei
9317,Løkkstadvegen,168,,Falkenborg,nei
9317,Løkkstadvegen,170,,Falkenborg,nei
9317,Løkkstadvegen,172,,Falkenborg,nei
9317,Løkkstadvegen,181,,Falkenborg,nei
9317,Løkkstadvegen,183,,Falkenborg,nei
9317,Løkkstadvegen,185,,Falkenborg,nei
9317,Løkkstadvegen,188,,Falkenborg,nei
9317,Løkkstadvegen,190,,Falkenborg,nei
9317,Løkkstadvegen,199,,Falkenborg,nei
9317,Løkkstadvegen,206,,Falkenborg,nei
9317,Løkkstadvegen,27,,Falkenborg,nei
9317,Løkkstadvegen,43,,Falkenborg,nei
9317,Løkkstadvegen,45,,Falkenborg,nei
9317,Løkkstadvegen,49,,Falkenborg,nei
9317,Løkkstadvegen,63,,Falkenborg,nei
9317,Løkkstadvegen,65,,Falkenborg,nei
9317,Løkkstadvegen,67,,Falkenborg,nei
9317,Løkkstadvegen,76,,Falkenborg,nei
9317,Løkkstadvegen,78,,Falkenborg,nei
4545,Lønnvegen,,,Falkenborg,ja
4560,Løvaasveien,,,Rosten,ja
4550,Løvetannvegen,,,Nidarvoll,ja
4555,Løvåsmyra,,,Rosten,ja
4570,Løytnantsvegen,,,Falkenborg,ja
4573,Magasinvegen,,,Sentrum,ja
4575,Magnus Berrføtts veg,,,Blussuvoll,ja
4580,Magnus Blindes veg,,,Blussuvoll,ja
4600,Magnus Halvorsens veg,,,Byåsen,ja
4605,Magnus Lagabøters veg,,,Falkenborg,ja
4590,Magnus den Godes gate,,,Sentrum,ja
4610,Magnus Åldstedts veg,,,Byåsen,ja
9395,Malvikvegen,,,Falkenborg,ja
4620,Marcus Thranes vei,,,Rosten,ja
4630,Margretes gate,,,Sentrum,ja
4635,Margrethe Thomsets veg,,,Nidarvoll,ja
4640,Marie Michelets veg,,,Falkenborg,ja
4665,Marie Sørdals veg,,,Nidarvoll,ja
4670,Marie Wexelsens veg,,,Falkenborg,ja
4650,Marienbergveien,,,Sentrum,ja
4660,Marienlystvegen,,,Sentrum,ja
4680,Maristuveien,,,Sentrum,ja
4690,Marit Fladaas veg,,,Saupstad,ja
9396,Markabygdvegen,,,Falkenborg,ja
4695,Markaplassen,,,Falkenborg,ja
4700,Markvegen,,,Falkenborg,ja
4710,Marsvegen,,,Nidarvoll,ja
4720,Martin Barstads veg,,,Falkenborg,ja
4725,Martin Haugens veg,,,Saupstad,ja
7560,Martin Kregnes veg,,,Rosten,ja
4730,Martin Linges veg,,,Saupstad,ja
4733,Martin Stokkens veg,,,Byåsen,ja
4735,Martin Sæterhaugs veg,,,Falkenborg,ja
4738,Maskinistgata,,,Falkenborg,ja
4739,Mastuekra,,,Romolslia,ja
4740,Mauritz Hansens gate,,,Sentrum,ja
9213,Mebygdvegen,,,Saupstad,ja
4742,Meieribakken,,,Saupstad,ja
4745,Meisevegen,,,Sentrum,ja
4747,Meisterlins vei,,,Sentrum,ja
9242,Melhusvegen,,,Saupstad,ja
4748,Mellomfossvegen,,,Romolslia,ja
4750,Mellomila,,,Sentrum,ja
4760,Mellomveien,,,Falkenborg,ja
4780,Mentz Skjetnes vei,,,Rosten,ja
4790,Merkurvegen,,,Nidarvoll,ja
4800,Meteorvegen,,,Nidarvoll,ja
4810,Micael Smiths veg,,,Saupstad,ja
4820,Michel Grendahls veg,,,Byåsen,ja
4830,Midelfarts veg,,,Byåsen,ja
4832,Midteggen,,,Saupstad,ja
9404,Midtre Flatåsveg,,,Romolslia,ja
4835,Midtre Tunhøgda,,,Falkenborg,ja
4840,Mikkel Mærks vei,,,Byåsen,ja
4845,Mikkelvegen,,,Romolslia,ja
4850,Mjølnervegen,,,Nidarvoll,ja
1226,Moanvegen,,,Klæbu,ja
4860,Mogstads vei,,,Sentrum,ja
4863,Moholt alle,,,Blussuvoll,ja
9417,Moholt allmenning,,,Blussuvoll,ja
4865,Moholtlia,,,Nidarvoll,ja
4867,Moholtsvingen,,,Blussuvoll,ja
4869,Moltmyra,,,Rosten,ja
4870,Moslings gate,,,Sentrum,ja
4880,Motzfeldts gate,,,Sentrum,ja
6697,Movollen,,,Rosten,ja
9320,Movollvegen,,,Falkenborg,ja
4885,Mulberga,,,Saupstad,ja
9226,Mulegrenda,,,Saupstad,ja
4890,Munins veg,,,Nidarvoll,ja
4900,Munkegata,,,Sentrum,ja
4910,Munkhaugveita,,,Sentrum,ja
4920,Munkvollstien,,,Byåsen,ja
4930,Munkvollvegen,,,Byåsen,ja
4950,Myrmannsvegen,,,Saupstad,ja
4965,Myrsnipevegen,,,Saupstad,ja
4970,Myrstadvegen,,,Saupstad,ja
4972,Myrsundvegen,,,Saupstad,ja
4975,Myrtunet,,,Saupstad,ja
4978,Myrvangsvingen,,,Byåsen,ja
1421,Målsjøåsen,,,Klæbu,ja
5015,Mårvegen,,,Saupstad,ja
4980,Møllebakken,,,Sentrum,ja
4990,Møllehaugen,,,Sentrum,ja
5000,Mørlenda,,,Sentrum,ja
5018,Nardobakken,,,Nidarvoll,ja
5020,Nardoskrenten,,,Nidarvoll,ja
5030,Nardovegen,,,Nidarvoll,ja
9416,Nastadvegen,,,Nidarvoll,ja
5050,Nedre Bakklandet,,,Falkenborg,ja
5060,Nedre Bergsvingen,,,Blussuvoll,ja
5070,Nedre Enkeltskillingsveita,,,Sentrum,ja
5080,Nedre Ferstadveg,,,Byåsen,ja
5085,Nedre Flatåsveg,,,Romolslia,ja
5073,Nedre Granåslia,,,Falkenborg,ja
5075,Nedre Grilstadkleiva,,,Falkenborg,ja
5090,Nedre Ila,,,Sentrum,ja
5100,Nedre Kristianstens gate,1,A,Falkenborg,nei
5100,Nedre Kristianstens gate,1,B,Falkenborg,nei
5100,Nedre Kristianstens gate,10,A,Falkenborg,nei
5100,Nedre Kristianstens gate,10,B,Falkenborg,nei
5100,Nedre Kristianstens gate,11,A,Falkenborg,nei
5100,Nedre Kristianstens gate,11,B,Falkenborg,nei
5100,Nedre Kristianstens gate,11,C,Falkenborg,nei
5100,Nedre Kristianstens gate,12,,Falkenborg,nei
5100,Nedre Kristianstens gate,13,,Falkenborg,nei
5100,Nedre Kristianstens gate,14,,Falkenborg,nei
5100,Nedre Kristianstens gate,15,A,Falkenborg,nei
5100,Nedre Kristianstens gate,15,B,Falkenborg,nei
5100,Nedre Kristianstens gate,16,,Falkenborg,nei
5100,Nedre Kristianstens gate,16,B,Falkenborg,nei
5100,Nedre Kristianstens gate,17,,Sentrum,nei
5100,Nedre Kristianstens gate,18,A,Falkenborg,nei
5100,Nedre Kristianstens gate,18,B,Falkenborg,nei
5100,Nedre Kristianstens gate,2,,Falkenborg,nei
5100,Nedre Kristianstens gate,3,A,Falkenborg,nei
5100,Nedre Kristianstens gate,3,B,Falkenborg,nei
5100,Nedre Kristianstens gate,3,C,Falkenborg,nei
5100,Nedre Kristianstens gate,4,A,Falkenborg,nei
5100,Nedre Kristianstens gate,4,B,Falkenborg,nei
5100,Nedre Kristianstens gate,5,,Falkenborg,nei
5100,Nedre Kristianstens gate,6,A,Falkenborg,nei
5100,Nedre Kristianstens gate,6,B,Falkenborg,nei
5100,Nedre Kristianstens gate,7,,Falkenborg,nei
5100,Nedre Kristianstens gate,8,A,Falkenborg,nei
5100,Nedre Kristianstens gate,8,B,Falkenborg,nei
5100,Nedre Kristianstens gate,9,A,Falkenborg,nei
5100,Nedre Kristianstens gate,9,B,Falkenborg,nei
5110,Nedre Møllenberg gate,,,Falkenborg,ja
5900,Nedre Petersborg gate,,,Sentrum,ja
5115,Nedre Sjetnhaugan,,,Romolslia,ja
9409,Nedre Sofustrøa,,,Saupstad,ja
5105,Nedre Stavsetvegen,,,Byåsen,ja
5040,Nedre alle,,,Sentrum,ja
5120,Neptunvegen,,,Nidarvoll,ja
5123,Nergeilan,,,Saupstad,ja
9292,Nerhovsvegen,,,Saupstad,ja
5124,Nermarka,,,Falkenborg,ja
5125,Nertrøa,,,Saupstad,ja
5130,Nerviksvegen,,,Falkenborg,ja
9228,Nestingvegen,,,Saupstad,ja
5140,Neufeldts gate,,,Sentrum,ja
5150,Nidareid,,,Sentrum,ja
5160,Nidarholms gate,,,Falkenborg,ja
5170,Nidarøy gate,,,Sentrum,ja
1405,Nidengvegen,,,Klæbu,ja
5180,Nils Ryjords vei,,,Byåsen,ja
5190,Nils Stavnes veg,,,Sentrum,ja
5195,Nils Uhlin Hansens veg,,,Byåsen,ja
5200,Nina Griegs veg,,,Falkenborg,ja
5210,Njardarvollen,,,Nidarvoll,ja
5220,Njords veg,,,Nidarvoll,ja
5230,Nonnegata,,,Falkenborg,ja
5240,Nordahl Bruns veg,,,Blussuvoll,ja
5250,Nordahl Griegs veg,,,Byåsen,ja
1237,Nordalstunet,,,Klæbu,ja
1235,Nordalsvegen,,,Klæbu,ja
5255,Nordbakken,,,Saupstad,ja
1236,Nordekkervegen,,,Klæbu,ja
5260,Nordhaugsvegen,,,Byåsen,ja
5270,Nordlivegen,,,Falkenborg,ja
5275,Nordlundvegen,,,Saupstad,ja
5277,Nordmyrvegen,,,Saupstad,ja
5280,Nordre Berggate,,,Falkenborg,ja
5290,Nordre Eberg gate,,,Blussuvoll,ja
5310,Nordre Hallsetveg,,,Byåsen,ja
5315,Nordre Husebytun,,,Saupstad,ja
5320,Nordre Jonsgate,,,Sentrum,ja
5325,Nordre Risvolltun,,,Nidarvoll,ja
5300,Nordre gate,,,Sentrum,ja
1402,Nordsetvegen,,,Klæbu,ja
5328,Nordslettvegen,,,Nidarvoll,ja
5330,Nordtvedts gate,,,Falkenborg,ja
5340,Nornevegen,,,Nidarvoll,ja
5350,Norrkøpingveien,,,Byåsen,ja
5382,Ny Jord-vegen,100,,Nidarvoll,nei
5382,Ny Jord-vegen,102,,Nidarvoll,nei
5382,Ny Jord-vegen,104,,Nidarvoll,nei
5382,Ny Jord-vegen,106,,Nidarvoll,nei
5382,Ny Jord-vegen,108,,Nidarvoll,nei
5382,Ny Jord-vegen,110,,Nidarvoll,nei
5382,Ny Jord-vegen,112,,Nidarvoll,nei
5382,Ny Jord-vegen,114,,Nidarvoll,nei
5382,Ny Jord-vegen,116,,Nidarvoll,nei
5382,Ny Jord-vegen,120,,Nidarvoll,nei
5382,Ny Jord-vegen,124,,Nidarvoll,nei
5382,Ny Jord-vegen,140,,Nidarvoll,nei
5382,Ny Jord-vegen,141,,Nidarvoll,nei
5382,Ny Jord-vegen,144,,Nidarvoll,nei
5382,Ny Jord-vegen,16,,Nidarvoll,nei
5382,Ny Jord-vegen,166,,Nidarvoll,nei
5382,Ny Jord-vegen,168,,Nidarvoll,nei
5382,Ny Jord-vegen,170,,Nidarvoll,nei
5382,Ny Jord-vegen,172,,Nidarvoll,nei
5382,Ny Jord-vegen,174,,Nidarvoll,nei
5382,Ny Jord-vegen,176,,Nidarvoll,nei
5382,Ny Jord-vegen,18,,Nidarvoll,nei
5382,Ny Jord-vegen,184,,Nidarvoll,nei
5382,Ny Jord-vegen,186,,Nidarvoll,nei
5382,Ny Jord-vegen,190,,Nidarvoll,nei
5382,Ny Jord-vegen,192,,Nidarvoll,nei
5382,Ny Jord-vegen,194,,Nidarvoll,nei
5382,Ny Jord-vegen,196,,Nidarvoll,nei
5382,Ny Jord-vegen,198,,Nidarvoll,nei
5382,Ny Jord-vegen,200,,Nidarvoll,nei
5382,Ny Jord-vegen,202,,Nidarvoll,nei
5382,Ny Jord-vegen,203,,Nidarvoll,nei
5382,Ny Jord-vegen,205,,Nidarvoll,nei
5382,Ny Jord-vegen,207,,Nidarvoll,nei
5382,Ny Jord-vegen,209,,Nidarvoll,nei
5382,Ny Jord-vegen,264,,Nidarvoll,nei
5382,Ny Jord-vegen,280,,Nidarvoll,nei
5382,Ny Jord-vegen,281,,Nidarvoll,nei
5382,Ny Jord-vegen,283,,Nidarvoll,nei
5382,Ny Jord-vegen,285,,Nidarvoll,nei
5382,Ny Jord-vegen,287,,Nidarvoll,nei
5382,Ny Jord-vegen,293,,Nidarvoll,nei
5382,Ny Jord-vegen,319,,Nidarvoll,nei
5382,Ny Jord-vegen,32,,Nidarvoll,nei
5382,Ny Jord-vegen,326,,Nidarvoll,nei
5382,Ny Jord-vegen,328,,Nidarvoll,nei
5382,Ny Jord-vegen,329,,Nidarvoll,nei
5382,Ny Jord-vegen,331,,Nidarvoll,nei
5382,Ny Jord-vegen,333,,Nidarvoll,nei
5382,Ny Jord-vegen,335,,Nidarvoll,nei
5382,Ny Jord-vegen,337,,Nidarvoll,nei
5382,Ny Jord-vegen,341,,Nidarvoll,nei
5382,Ny Jord-vegen,348,,Nidarvoll,nei
5382,Ny Jord-vegen,36,,Nidarvoll,nei
5382,Ny Jord-vegen,360,,Nidarvoll,nei
5382,Ny Jord-vegen,363,,Nidarvoll,nei
5382,Ny Jord-vegen,37,,Nidarvoll,nei
5382,Ny Jord-vegen,370,,Nidarvoll,nei
5382,Ny Jord-vegen,373,,Falkenborg,nei
5382,Ny Jord-vegen,38,,Nidarvoll,nei
5382,Ny Jord-vegen,383,,Falkenborg,nei
5382,Ny Jord-vegen,386,,Falkenborg,nei
5382,Ny Jord-vegen,39,,Nidarvoll,nei
5382,Ny Jord-vegen,390,,Falkenborg,nei
5382,Ny Jord-vegen,394,,Falkenborg,nei
5382,Ny Jord-vegen,402,,Falkenborg,nei
5382,Ny Jord-vegen,406,,Falkenborg,nei
5382,Ny Jord-vegen,423,,Falkenborg,nei
5382,Ny Jord-vegen,425,,Falkenborg,nei
5382,Ny Jord-vegen,443,,Falkenborg,nei
5382,Ny Jord-vegen,445,,Falkenborg,nei
5382,Ny Jord-vegen,447,,Falkenborg,nei
5382,Ny Jord-vegen,449,,Falkenborg,nei
5382,Ny Jord-vegen,454,,Falkenborg,nei
5382,Ny Jord-vegen,457,,Falkenborg,nei
5382,Ny Jord-vegen,459,,Falkenborg,nei
5382,Ny Jord-vegen,461,,Falkenborg,nei
5382,Ny Jord-vegen,463,,Falkenborg,nei
5382,Ny Jord-vegen,476,,Falkenborg,nei
5382,Ny Jord-vegen,478,,Falkenborg,nei
5382,Ny Jord-vegen,5,,Nidarvoll,nei
5382,Ny Jord-vegen,54,,Nidarvoll,nei
5382,Ny Jord-vegen,67,,Nidarvoll,nei
5382,Ny Jord-vegen,7,,Nidarvoll,nei
5382,Ny Jord-vegen,71,,Nidarvoll,nei
5382,Ny Jord-vegen,73,,Nidarvoll,nei
5382,Ny Jord-vegen,75,,Nidarvoll,nei
5382,Ny Jord-vegen,8,,Nidarvoll,nei
5382,Ny Jord-vegen,96,,Nidarvoll,nei
5382,Ny Jord-vegen,98,,Nidarvoll,nei
5390,Ny Steinsbakken,,,Falkenborg,ja
1238,Nybrottsvegen,,,Klæbu,ja
5360,Nygata,,,Falkenborg,ja
5370,Nygårdsvegen,,,Nidarvoll,ja
5380,Nyheimsvegen,,,Falkenborg,ja
5385,Nyplia,,,Saupstad,ja
5395,Nytrøringen,,,Saupstad,ja
5400,Nyveibakken,,,Sentrum,ja
5405,Nyveilia,100,,Romolslia,nei
5405,Nyveilia,102,,Romolslia,nei
5405,Nyveilia,104,,Romolslia,nei
5405,Nyveilia,106,,Romolslia,nei
5405,Nyveilia,108,,Romolslia,nei
5405,Nyveilia,11,,Saupstad,nei
5405,Nyveilia,110,,Romolslia,nei
5405,Nyveilia,112,,Romolslia,nei
5405,Nyveilia,114,,Romolslia,nei
5405,Nyveilia,116,,Romolslia,nei
5405,Nyveilia,118,,Romolslia,nei
5405,Nyveilia,120,,Romolslia,nei
5405,Nyveilia,122,,Romolslia,nei
5405,Nyveilia,124,,Romolslia,nei
5405,Nyveilia,126,,Romolslia,nei
5405,Nyveilia,128,,Romolslia,nei
5405,Nyveilia,130,,Romolslia,nei
5405,Nyveilia,132,,Romolslia,nei
5405,Nyveilia,134,,Romolslia,nei
5405,Nyveilia,136,,Romolslia,nei
5405,Nyveilia,138,,Romolslia,nei
5405,Nyveilia,140,,Romolslia,nei
5405,Nyveilia,142,,Romolslia,nei
5405,Nyveilia,144,,Romolslia,nei
5405,Nyveilia,146,,Romolslia,nei
5405,Nyveilia,148,,Romolslia,nei
5405,Nyveilia,150,,Romolslia,nei
5405,Nyveilia,152,,Romolslia,nei
5405,Nyveilia,154,,Romolslia,nei
5405,Nyveilia,156,,Romolslia,nei
5405,Nyveilia,158,,Romolslia,nei
5405,Nyveilia,160,,Romolslia,nei
5405,Nyveilia,162,,Romolslia,nei
5405,Nyveilia,164,,Romolslia,nei
5405,Nyveilia,166,,Romolslia,nei
5405,Nyveilia,168,,Romolslia,nei
5405,Nyveilia,170,,Romolslia,nei
5405,Nyveilia,172,,Romolslia,nei
5405,Nyveilia,174,,Romolslia,nei
5405,Nyveilia,176,,Romolslia,nei
5405,Nyveilia,178,,Romolslia,nei
5405,Nyveilia,180,,Romolslia,nei
5405,Nyveilia,182,,Romolslia,nei
5405,Nyveilia,184,,Romolslia,nei
5405,Nyveilia,186,,Romolslia,nei
5405,Nyveilia,188,,Romolslia,nei
5405,Nyveilia,190,,Romolslia,nei
5405,Nyveilia,192,,Romolslia,nei
5405,Nyveilia,194,,Romolslia,nei
5405,Nyveilia,196,,Romolslia,nei
5405,Nyveilia,198,,Romolslia,nei
5405,Nyveilia,20,,Saupstad,nei
5405,Nyveilia,200,,Romolslia,nei
5405,Nyveilia,202,,Romolslia,nei
5405,Nyveilia,204,,Romolslia,nei
5405,Nyveilia,206,,Romolslia,nei
5405,Nyveilia,208,,Romolslia,nei
5405,Nyveilia,210,,Romolslia,nei
5405,Nyveilia,212,,Romolslia,nei
5405,Nyveilia,214,,Romolslia,nei
5405,Nyveilia,216,,Romolslia,nei
5405,Nyveilia,218,,Romolslia,nei
5405,Nyveilia,220,,Romolslia,nei
5405,Nyveilia,222,,Romolslia,nei
5405,Nyveilia,224,,Romolslia,nei
5405,Nyveilia,226,,Romolslia,nei
5405,Nyveilia,28,,Romolslia,nei
5405,Nyveilia,3,,Saupstad,nei
5405,Nyveilia,3,B,Saupstad,nei
5405,Nyveilia,30,,Romolslia,nei
5405,Nyveilia,32,,Romolslia,nei
5405,Nyveilia,34,,Romolslia,nei
5405,Nyveilia,36,,Romolslia,nei
5405,Nyveilia,38,,Romolslia,nei
5405,Nyveilia,40,,Romolslia,nei
5405,Nyveilia,42,,Romolslia,nei
5405,Nyveilia,44,,Romolslia,nei
5405,Nyveilia,46,,Romolslia,nei
5405,Nyveilia,48,,Romolslia,nei
5405,Nyveilia,5,,Saupstad,nei
5405,Nyveilia,50,,Romolslia,nei
5405,Nyveilia,52,,Romolslia,nei
5405,Nyveilia,54,,Romolslia,nei
5405,Nyveilia,56,,Romolslia,nei
5405,Nyveilia,58,,Romolslia,nei
5405,Nyveilia,60,,Romolslia,nei
5405,Nyveilia,62,,Romolslia,nei
5405,Nyveilia,64,,Romolslia,nei
5405,Nyveilia,66,,Romolslia,nei
5405,Nyveilia,68,,Romolslia,nei
5405,Nyveilia,7,,Saupstad,nei
5405,Nyveilia,70,,Romolslia,nei
5405,Nyveilia,72,,Romolslia,nei
5405,Nyveilia,74,,Romolslia,nei
5405,Nyveilia,76,,Romolslia,nei
5405,Nyveilia,78,,Romolslia,nei
5405,Nyveilia,80,,Romolslia,nei
5405,Nyveilia,82,,Romolslia,nei
5405,Nyveilia,84,,Romolslia,nei
5405,Nyveilia,86,,Romolslia,nei
5405,Nyveilia,88,,Romolslia,nei
5405,Nyveilia,9,,Saupstad,nei
5405,Nyveilia,90,,Romolslia,nei
5405,Nyveilia,92,,Romolslia,nei
5405,Nyveilia,94,,Romolslia,nei
5405,Nyveilia,96,,Romolslia,nei
5405,Nyveilia,98,,Romolslia,nei
5435,O.J. Aalmos veg,,,Byåsen,ja
5685,O.S. Bragstads plass,,,Sentrum,ja
5408,Odd Brochmanns veg,,,Blussuvoll,ja
5410,Odd Husbys veg,,,Byåsen,ja
9419,Odd Iversens veg,,,Nidarvoll,ja
5413,Odd Sørlis veg,,,Falkenborg,ja
5420,Odenseveien,,,Byåsen,ja
5430,Odins veg,,,Nidarvoll,ja
5437,Okstadbrinken,,,Romolslia,ja
5439,Okstadplassen,,,Romolslia,ja
5442,Okstadvegen,,,Romolslia,ja
5438,Okstadøy,,,Romolslia,ja
5465,Ola Frosts veg,,,Nidarvoll,ja
5440,Ola Setroms veg,,,Byåsen,ja
5445,Olaf Bulls veg,,,Byåsen,ja
5450,Olaf Grilstads veg,,,Byåsen,ja
5460,Olaf Nordhagens vei,,,Byåsen,ja
5470,Olav Aukrusts veg,,,Byåsen,ja
5480,Olav Duuns veg,,,Byåsen,ja
5490,Olav Engelbrektssons alle,,,Falkenborg,ja
5500,Olav Gullvågs veg,,,Rosten,ja
5510,Olav Kyrres gate,,,Sentrum,ja
5515,Olav Magnussons veg,,,Blussuvoll,ja
5520,Olav Nygards veg,,,Byåsen,ja
5530,Olav Trondsons veg,,,Blussuvoll,ja
5540,Olav Tryggvasons gate,,,Sentrum,ja
5545,Olav Vasseljens veg,,,Nidarvoll,ja
5547,Olava Skomakers veg,,,Saupstad,ja
5550,Oldervegen,,,Falkenborg,ja
5552,Ole A. Wolds veg,,,Blussuvoll,ja
5625,Ole Aasveds veg,,,Blussuvoll,ja
5555,Ole Hogstads veg,,,Blussuvoll,ja
5558,Ole Jørgensens veg,,,Saupstad,ja
5570,Ole L. Kolstads veg,,,Saupstad,ja
5560,Ole Laulos veg,,,Saupstad,ja
5575,Ole Nordgaards veg,,,Blussuvoll,ja
5576,Ole Nypans veg,,,Saupstad,ja
5578,Ole Ross' veg,,,Rosten,ja
5580,Ole Rølvaags veg,,,Byåsen,ja
5585,Ole Skolemesters veg,,,Romolslia,ja
5590,Ole Soelbergs veg,,,Falkenborg,ja
5600,Ole Tesliens veg,,,Blussuvoll,ja
5610,Ole Tilseths veg,,,Nidarvoll,ja
5620,Ole Vigs vei,,,Falkenborg,ja
5630,Ole Øisangs vei,,,Rosten,ja
5632,Oline Hårstads veg,,,Rosten,ja
5637,Onsøybakkan,,,Saupstad,ja
5640,Oppsynsmann Eggens veg,,,Rosten,ja
1245,Ordfører Fosshodes veg,,,Klæbu,ja
1246,Ordfører J. Nerviks v.,,,Klæbu,ja
5650,Orionvegen,,,Nidarvoll,ja
5660,Ormen Langes vei,,,Falkenborg,ja
5680,Orrevegen,,,Saupstad,ja
1403,Osbakkvegen,,,Klæbu,ja
5690,Oscar Wistings vei,,,Sentrum,ja
5700,Oskar Braatens veg,,,Byåsen,ja
5710,Oskar Skaugs veg,,,Saupstad,ja
5720,Osloveien,1,,Sentrum,nei
5720,Osloveien,10,,Sentrum,nei
5720,Osloveien,101,,Sentrum,nei
5720,Osloveien,103,,Sentrum,nei
5720,Osloveien,105,,Sentrum,nei
5720,Osloveien,106,A,Sentrum,nei
5720,Osloveien,106,B,Sentrum,nei
5720,Osloveien,107,,Sentrum,nei
5720,Osloveien,108,A,Sentrum,nei
5720,Osloveien,108,B,Sentrum,nei
5720,Osloveien,11,A,Sentrum,nei
5720,Osloveien,11,B,Sentrum,nei
5720,Osloveien,110,A,Sentrum,nei
5720,Osloveien,110,B,Sentrum,nei
5720,Osloveien,110,C,Sentrum,nei
5720,Osloveien,112,,Sentrum,nei
5720,Osloveien,113,,Sentrum,nei
5720,Osloveien,114,,Sentrum,nei
5720,Osloveien,116,,Sentrum,nei
5720,Osloveien,12,,Sentrum,nei
5720,Osloveien,12,A,Sentrum,nei
5720,Osloveien,12,B,Sentrum,nei
5720,Osloveien,128,,Sentrum,nei
5720,Osloveien,129,,Sentrum,nei
5720,Osloveien,13,,Sentrum,nei
5720,Osloveien,13,B,Sentrum,nei
5720,Osloveien,131,,Sentrum,nei
5720,Osloveien,14,,Sentrum,nei
5720,Osloveien,15,,Sentrum,nei
5720,Osloveien,153,,Sentrum,nei
5720,Osloveien,155,,Sentrum,nei
5720,Osloveien,155,B,Sentrum,nei
5720,Osloveien,155,C,Sentrum,nei
5720,Osloveien,155,D,Sentrum,nei
5720,Osloveien,155,F,Sentrum,nei
5720,Osloveien,157,,Sentrum,nei
5720,Osloveien,16,,Sentrum,nei
5720,Osloveien,166,A,Sentrum,nei
5720,Osloveien,166,B,Sentrum,nei
5720,Osloveien,166,C,Sentrum,nei
5720,Osloveien,166,D,Sentrum,nei
5720,Osloveien,166,E,Sentrum,nei
5720,Osloveien,17,,Sentrum,nei
5720,Osloveien,18,A,Sentrum,nei
5720,Osloveien,18,B,Sentrum,nei
5720,Osloveien,180,,Sentrum,nei
5720,Osloveien,186,,Sentrum,nei
5720,Osloveien,19,,Sentrum,nei
5720,Osloveien,2,,Sentrum,nei
5720,Osloveien,20,,Sentrum,nei
5720,Osloveien,204,,Sentrum,nei
5720,Osloveien,208,,Sentrum,nei
5720,Osloveien,210,,Sentrum,nei
5720,Osloveien,212,,Sentrum,nei
5720,Osloveien,216,,Sentrum,nei
5720,Osloveien,22,A,Sentrum,nei
5720,Osloveien,22,B,Sentrum,nei
5720,Osloveien,226,,Sentrum,nei
5720,Osloveien,23,,Sentrum,nei
5720,Osloveien,230,,Sentrum,nei
5720,Osloveien,232,,Sentrum,nei
5720,Osloveien,236,,Sentrum,nei
5720,Osloveien,24,,Sentrum,nei
5720,Osloveien,244,,Sentrum,nei
5720,Osloveien,248,,Sentrum,nei
5720,Osloveien,25,,Sentrum,nei
5720,Osloveien,250,,Sentrum,nei
5720,Osloveien,252,,Sentrum,nei
5720,Osloveien,254,,Sentrum,nei
5720,Osloveien,256,,Sentrum,nei
5720,Osloveien,256,B,Sentrum,nei
5720,Osloveien,258,,Sentrum,nei
5720,Osloveien,26,A,Sentrum,nei
5720,Osloveien,26,B,Sentrum,nei
5720,Osloveien,26,C,Sentrum,nei
5720,Osloveien,260,,Sentrum,nei
5720,Osloveien,268,,Sentrum,nei
5720,Osloveien,27,,Sentrum,nei
5720,Osloveien,276,A,Sentrum,nei
5720,Osloveien,276,B,Sentrum,nei
5720,Osloveien,278,,Sentrum,nei
5720,Osloveien,28,,Sentrum,nei
5720,Osloveien,280,A,Sentrum,nei
5720,Osloveien,280,B,Sentrum,nei
5720,Osloveien,29,,Sentrum,nei
5720,Osloveien,290,,Sentrum,nei
5720,Osloveien,294,,Sentrum,nei
5720,Osloveien,296,,Sentrum,nei
5720,Osloveien,298,A,Sentrum,nei
5720,Osloveien,298,B,Sentrum,nei
5720,Osloveien,298,C,Sentrum,nei
